processed_tweet,class
dress like a hoe  i m goin at you like a hoe just like any other nite  forget halloween ,1
nigga paybacks a bitch and bitch you been livin in debt with me,1
rt   deletin emojis off a nigga bitch contact name cos they don t mean shit to you anymore          ,1
rt             ooooo give this one to the hot pocket hoe  aamu,1
nah fuck em bitter heat bitches    funny seeing heat and bulls fans get along lol ,1
rt  some of y all hoes thighs be so thick and can t even walk   yankee food,1
never let a boy make you feel like you re anything less than a bad bitch,1
i think ai havent looked at a cloud in a whole minute cus them hoes moving fast asf rn ,1
   bitch how tf am dumb your going off what someone else told you so u can shut that shit up,1
 am going to hurt more then your bitch ass feelings,1
                             a bitch is all ears           my mama told me not to talk to bitches so                     jk,1
los bitch taught me the true meaning of gravity when her panties kissed her ankles ,1
emers a bitch,1
         when you try to smash but that pussy stank ,1
   bitch no u not u look like a full breaded cracker,1
 all  nfl stadiums play music by jay z a former drug dealer whose diaphragm wouldnt work w o saying nigger in every song,1
 fight me hoe,1
i realized tacal is a bitch,1
maury is funny sometimes  but the ratchet hoes on there need to get knocked the fuck out ,1
  fuck y all if you doubt me  i m a piece of white trash i say it proudly,1
pickup line  are you a cat lady  because i love pussy too    no wait i literally meant i like cats ,1
rt            you are the biggest two faced bitch i have ever met         you won t   her,1
even though my baby is an invisible non existent bitch,1
rt   now  bitches gonna think just because they re married  they re better than every female that s not  smh,1
 thirsty basic ass bitch,1
 boy look like a slave on that hoe,1
rt            if you call my mom a bitch  your getting knocked out        on mamas          ,1
  ugh your with tebow  you re officially a fag now and in followed ,1
rt   mcm           bc tomorrow s   months           fuck everyone who said we wouldn t last  proved you bitches wrong  ,1
 teabaggers are anti american  hows it feel to hate your country ,1
 main bae gonn think sumn up wit the pussy,1
jameis winston got benched for standing on a table and saying  fuck her right in her pussy    the irony is so deep you can use a shovel ,1
            that bitch already got past demons in her seeding her up just gone fuse more ,1
rt   yeah we can t wrestle  might have to rock bottom you foreal    i m a big bitch and proud lol let me live ,1
i aint never had a prob with no other bitch over a nigga if thts yo nigga cool im older enough too go find me another          ,1
 but not disaster pussy  that thing is a wreck ,1
 ehh it was tough but yeah  lol jk of course niglet,1
rt   yall females really be cool with cuffin hoe ass niggas           nope  couldn t be me ,1
 haha just kiddin but ya we should and get that fag  to come and well go fishin or some shit,1
i don t trust these bitches,1
rt      i think my wish came true  where y all hating ass bitches at            nahhhhh,1
highland bitchk   them bitches stupid on bloods   i d fuck with deja thoe          ,1
   eventually every bitch turns into that hoe     truuu,1
rt   trying so hard to resist the urge to smack a bitch ,1
rt   when an irrelevant bitch dislikes u for no reason            ,1
 bitch you not coming ,1
 the bird gone run from your ass,1
rt   lmaoo rt   that bitch called on thor for some strength                   rt   wait    ,1
let a bitch say i got a small dick on god i ll whip that shit out and show everyone in the room what i got  blessed ,1
rt   dont try too fuck with me  amp  got a million and two bitches because i will tell them all   i promise i will,1
over bitches trying to act like i own them a picture,1
wish i got hoes like james bond,1
  waaaaittt niggah holllll up         these niggahs come to town start wife n my old sluts                                                     ,1
rt   why does hawkeye have to be in the avengers  he s such a pussy,1
i m not the type of guy to bitch about how hot it is but it s about to be    and i m still sweating,1
                  rt   when y all hoes going to learn how to spell                          ,1
rt   a real hoe will never let you turn her into a house wife   she ll let you know what it is before you start catching fe       ,1
         mental asylum in dallas texas       s   should i go find this hoe ,1
whatever happens  i won t let racism become a big trend again  i refuse  over my fuckin dead body bitches  i m mixed i can t be racist,1
            lmfaoooo  bitch don t start         okay bitch,1
rt   i look at every bitch ass that walk past me  ,1
i can turn a hoe into a housewife  cause i know how to love  thats all their missing ,1
smh you dreamed i was a faggot  wow rt   my dream lmfao start from the bottom   up    ,1
 why lil ricky stole mj chain and tried to flex with the bitch in his avi,1
my nig jus found out his girl fuckin anotha nig so he meets up wit dis nigga     ,1
only movie i cant wait to see   tansformers    if its a fail im going killer ape shit on michael bay,1
that lil bitch released the exclusive shower photos between niggas   trustisbroken,1
jacobs just like stfu bitch,1
rt    retweets the most random shit just cause a bad bitch tweeted it          ,1
          is the most important thing  all this temporary bullshit and lies is fa the birds  kill that  ,1
fuck all that huggin and kisses  i fuck all they bitches,1
omg this bitch was standing and humming a very deep and annoying tone the whole time she was at the counter wtf ,1
rt            so why everything u say ghetto u hadda associate it with jordans                                                      isn t it obvious  ,1
dmv nigguh dress funny as hell,1
         eat a lot of protein eat a lot of pussy  mattietrumpstipsforabetterlife         eat the whole ass,1
i hate a stuck up bitch  likeeee stfu  you ain t shit special ,1
i ll walk away with your money and leave a tip for your bitch,1
 yeah  so quit being a bitch and edit ,1
 yeah i m trying to  ain t recorded in about a month  been spiraling downward mayne  an empty son of a bitch folk,1
rt   just show im not playing in this bitch one false move ima spraying in this bitch ,1
 i almost have enough rank to buy some stuff from the purple bitch  what should i buy from the exotic guy ,1
rt   you hang out with a hoe you gonna turn into a hoe,1
rt   toss  em out of office  or just throw  em in the trash   trashbucketchallenge has politicians on the run at    ,1
these chubby hoes are always on a  diet       ,1
you nigga eating these hoes pussy but they ain t worth it,1
never lettin dat nigguh used twitter in my phone again,1
rt            well  there s  crazy bitch   and there s  you can look for that motherfucker s corpse  but you won t find       ,1
rt   and too short to fuck boring hoes rt   life s too short to wear boring clothes,1
i dont got no type    bad bitches is the only thang that i like  you aint got no life   cups with the ice and we do this every night          ,1
yo bitch gaggin she jet laggin,1
rt   dat shit trash           a shirt inspired by  s emoji tattoo  pre order now   ,1
nigga ended up going juco messing with them hoes and then signed a the smallest of d  s moral of the story take what u can get,1
these hoes out here carrying infections  yaw niggas better rap up w  dat latex  haha,1
known to take a nigga bitch real quick,1
this bitch says she s got      in school    what the fuck is that bullshit,1
 bye ugly hoe please do something about that nasty horse hair weave ,1
rt   these bitches love wyandanch niggas i tell you   i always see yall o t bitches out here wit them   but keep frontin for t       ,1
i take it notre dame is still trash  ,1
rt   i don t care about bitches  hoes be into it with they damn self                  ,1
eat a dick bitch,1
         how do you have a beautiful female and still find a way to fuck w  ratchet hoes   i don t get it                                                     ,1
ref finally calls it when it s an arm ball but those hoes didn t count the hand ball in the mexico game  k  yesiamstillsalty,1
spendin money that we saved  stackin ones like bricks hittin bitches like craig  watchin ass clap   morningstusesh    aminfairview,1
rt   still the greatest tweet ever  rt  bitches run on emotion not logic    a bitch will say       if the number    ,1
yo fuck the pats they are still bitches,1
rt   i ve been at work chuckling at that time  said not revealing your age keeps the pussy fresh                                               ,1
truuuuuuuuuuu facts both then niggaz is pussy nd i ll tag em both  nd cassidy r p by my nigga let ,1
guys say bros before hoes  i say food before dudes ,1
rt   ok seriously fuck the people who slam on their breaks when the light turns yellow  floor that shit bitch,1
         if pussy is just pussy to you  you a nasty ass nigga   hope you get aids                  bit harsh  rethink that statement,1
member when bitches put  le  in front of everything  you not foreign mf          ,1
rt     i almost ran this fine red bitch over   damn   lol,1
a dick has a sad life  his hair is a mess  his family is nuts  his neighbor s an asshole  his bestfriend s a pussy   amp  his owner beats him                   ,1
when its hot i wear whatever lol shit if could come out this bitch in briefs i would,1
rt   i wonder if the hoes are gonna give halloween back to the children this year       ,1
when u hitting it from the back u gotta call her  bitch  they love that but don t u dare call em  slut ,1
betta ask round these streets bitch bout jay,1
the big lips was in the ad bitch,1
rt   that hoe ain t shit,1
life is too fuckin short for free bird,1
  can i beat this bitch up   seriously    what a bitch,1
rt   i spent my whole fucking life apologizing for not being enough  you can t cut  nip  fuck  booze or drug the inadequacy out       ,1
 try me bitch boy,1
 ayyy tell that bitch in your avi she needs fix a flat for dat flat ass         ,1
just made that test my bitch,1
rt   moment of truth  these hoes the truth,1
rt    girls  hey beautiful    friendship lasts   months    bros  sup pussy   friendship lasts forever ,1
niggas retarded lol,1
photo  deafreaperventus  wayward sons and fallen angels  murderous crows   gay intensifies  are you saying    ,1
 porn  android  iphone  ipad  sex  xxx     closeup   squirting pussy and fingered asshole ,1
   tevin is my favorite sophomore i think he s so funny  hes really not  lmaoo hes a little hoe,1
      fuck you bitch,1
rt   rt   rt   but thats your baby mom though  rt   that ain t my hoe ,1
rt   my dick is called abusive cat owner because it always beats the pussy up ,1
that hoe was nipping,1
rt   lol new kid at school    thinks he can take me at tetherball  bout to show him why i get all the playground pussy   baller         ,1
time for some panera bitch                    ,1
   i m lmao fa real cuz i really saw her throw dat bitch in a circle lol,1
i found the  boom  boom  boom  waaaaay ho  girl  how the fuck does someone sing for   years and not progress at all  ,1
 like ion care how        that bitch susie from work broke up with her man and she was tellin me the whole story        blah blah blah,1
 i recall you telling one of the apollo teachers you hoped her baby came out retarded   and it did      assholeoftheyear lol          ,1
rt   got    cookies because a bitch ate one ,1
dumb cunt,1
don t look at me like i ve got a banana in my hand  you fucking monkey ,1
haha bitch ass gucci,1
i lost it   you think you re too good for me  you paper bitch   and i fell on the bed and i fell off the bed and i slept on the floor ,1
rt   ya pussy stank  ,1
oomf a hoe  she know she a hoe  i know she a hoe  she wont claim she a hoe  so she say she aint a hoe  but   we all know you a hoe    hoe ,1
ain t nothing funnier then watching somebody live a complete different life on the internet i be like  who this hoe think she foolin ,1
 naw nigga what s up with em hands  what happened to the shit you was talking a couple a month s ago  eat bitch,1
why   dudes would wanna fuck the same bitch at the same time is far beyond me ,1
rt   if a bitch talks shit to me i m gonna lick my thumb and swipe her eyebrows off,1
rt   i want to leave but he said he was going to eat my pussy   now i m afraid to go and leave my cat alone with him,1
this bitch always got shit to say about what other people like,1
bad bitches is the only thing i like,1
rt   claim whatever part of her u please  fuck her to bliss or bruise her sweet pussy with a crop till she begs to be your filthy        ,1
 i d rather ask yours  is she a nappy headed hoe too  and is your grandma as well  i d be ashamed to be in your family ,1
too many bitches  not enough adults ,1
         i m tryna get some snow day dick                                            gon make a nicca have a wreck out there tryn pull up on ya                   ,1
   i don t ever expose females like that   that s childish    bitch nigga shiiii     ,1
rt   element number    is bromine and it comes before number    ho  holmium   therefore  its bros before hoes ,1
tell dem thot bitches im not right   ,1
raunchy ass to pussy action with sakurako offering up her holes for      use ,1
rt   no bitch ass chick flick will ever be as sad as this movie ,1
rt   shout out to all you girls that wear those holy cross leggings but got a pussy thats full of sin,1
im tired of these bitches actin like they loyal lol,1
      wait wait wait  the new one or the ep son of a bitch lucky   ,1
john kerry     the sellout    neverforget how this pussy screwed our troops in vietnam  now he s rewarded  disgusting ,1
        aren t they all tho bro  rt   i hate a nosey bitch           some more than others,1
rt    you smell like weed     and bitch you smell like sober ,1
 i apologize morgan  but a bitch was blind for a whole    seconds    ,1
i love money fuc a bitch i won t stress myself  ,1
rt                                on god i be thinking that   lol people at school be showing me this nigguh videos   im like           he famous oss          ,1
 i don t got any beef with you but tell yo boy alex to stop acting like bitch and bring his duck ass up here ,1
rt    dude last day  fuck it walk out that bitch,1
rt   tyrese a baby back bitch  hope they kill him before black history month   amcwalkingdead,1
 wonder how many us citizens have joined isis after listening to joe scarborough trash this  black president   good job joe  ,1
we salute the vets         tuesday jihadi bitch slaying  mk     m          s fired at taliban cockroaches du      tcot  pjnet,1
         i ate oomf pussy          her                                              ,1
rt    bitch  ya betta  haha i care for too love ,1
rt   when an ugly bitch tells me to text her ,1
breh it s a polygamist town in arizona if u wanna have bitches on deck move there,1
damn i use to be a big fan of ronda  but so far she s been a big cunt  tuf,1
neither have i     rt   i just   why   ok  rt    i ve never had a nigger cock  ,1
i went from smart car to a bitch with some smart lips ,1
   did you take a picture of your pussy i hope you super sized it because it s huge grand canyon size,1
quit hurting these women cuz i m tired of all the bitterness a nigga gotta go through cuz you a hoe ass nigga ,1
got ketchup on my swim trunks    sum bitch,1
 text me bitch,1
i been with the same stud for a year    that bitch  her attitude nasty ,1
rt                     nobody cares about kirk bosley no       i care bout my cousin hoe        ,1
lmfaooo         whenever you take selfies at work  it s always one hatin ass bitch in the comments talmbout  you ain t workin        ,1
not going to put up a red equals sign on my facebook because i m not a faggot  but i m all for marriage equality  prop ,1
 bitch back up i m taken,1
  because hoes disguise themselves as real women,1
here this nigga go rt   damn dark skinned hoes be havin all that ass but be lookin like pokemons                   ,1
free  iiive nigga  let all a my dogs out  moma said no pussy cats inside my dog house   sb   gang   ,1
  i am that queer gnarles charles and no it wasn t me,1
not a fan of her    guess im the minority rt   beyonc       ratchet ass is trash rt   you re the anti christ  kfromtheg,1
  we niggas like fuckin roaches  let one in and you hot dam infested  you a crazy bitch  i dig yo ass,1
shit is fucking retarded  no one wants to see this shit,1
rt   tell your bitch that i m that nigga now,1
some cunt go get me amber leaf and papers  cani be arsed walking to nisa  lazy,1
fuck wit us and we tweakin hoe,1
all your selfies are booty pics    cause bitch you always look like ass,1
money first woman second but you hoes are last  ,1
 yasss bitch yasss  i wonder if penny passed          ,1
it ain t nothin to cut a bitch off,1
    civic lx  stick  green with shitty paint on some beaner ass wheels with    k miles no ac and no insurance how s that ,1
rt   ppl from the uk go dumb hard when they curse they be like  you shitting cunt  i be like dam cunts can t shit,1
my clothes are always retro  sexual like im hetro  and i play a bitch like nintendo  takee her for a ride in my benzo    ,1
people gotta learn to appreciate the people that go out if their way to help you  even if you don t want their help don t he a bitch,1
rt   too many bitches not enough queens,1
rt    when bae sings  it ain t nun to cut that bitch off  with too much enthusiasm  ,1
  tanks a lot dare mr  pubes  i love my uncle tom   ,1
i liked a  video  conor mcgregor trash talking chad mendes   i can rest my balls on your forehead ,1
rt               girlfriends be like                                          we don t want him                                                       ,1
         why do bitches stand like this                      she wanted to be in mj s smooth criminal video so bad  ,1
ima knock that pussy out like fight                              ,1
why hella bitches act like they got everything they have on they own  like no bitch you had some form of assistance,1
rt    unlike a lot of these bros  i actually care about my girl and i love her  it s not called being a pussy  it s called        ,1
yeah i m a bitch  but guess what  you re still a slut ,1
 shit i wish it was socially acceptable for me to beat some of these bitches asses  lmao,1
 your a dirty cunt mate lol  missingtheaussies,1
my dumbass has a redskins mcnab jersey,1
my pussy taste like pepsi cola ,1
i need some new hoes,1
rt    i really hate skyler like she s loaning money and it s not even hers like bitch wtf,1
 i think i need to see said bitch in question,1
westbrook you ball hogging bitch pass it to your fuckin teammates if you want to win,1
 no shit you are  what euros would call a typical american  fat as fuck and goes to eat fast food all the time  dumb bitch ,1
chase really got hoes in every state it s crazy his   name the truth,1
rt   yelling my feelings about self centered not to think for themselves bitches is gr ,1
rt   bruuuuuuh                                                                                   kobe  last night yelling at dwight howard   you a bitch ass n        ,1
rt   lightskin bitches crying they ain t got no valentine  bitch maybe you should ve read some of them     unreads msgs  yo       ,1
man my bitch is beautiful helen of troy ,1
so far today every time i try to load an article from the blaze on twitter the site crashes  wtf is selibus doing now the cunt,1
an if u aint a hoe get up out my trap hoooouusssee    ,1
who the fuck still plays flappy bird                      flappy bird feels like ,1
digging a hole is very satisfying  it s climbing out that s a bitch ,1
 damn i just got called a hoe,1
 yep lmao  its been a hectic few weeks  waddup ho,1
my drugs are green my bitches white,1
    faggot bitch  ,1
  i m going to show these bitches how it s done   ,1
          i m outside your house  comeout        this bitch,1
rt   ain t no money or no hoe in the world can spoil it            mybrotherskeeper,1
         the kimberley story is by far the scariest story i ve ever heard                   pussy,1
 bitch i called yu back,1
des hoes silly goose s,1
oh     trash you say    this trash gonna keep driving thru ky             she s trash  just gotta ignore her        ,1
ugh        the bitch name was leather       ,1
just saw the baddest bitch in life walking down the street if she didn t have that aeropostale shirt on i prolly woulda gamed her ass up,1
 jesus walks bitch,1
it gets me mad when a mexicans go against mexico like wtf support your team bitch,1
rt   hate a broke bitch and nigga,1
sum of y all kno y all be on lock but talking bout  bitch i ain t doing shit tonight ho i m tired                                                ,1
looking like a nappy headed hoe but reppin that patrick ewing crew neck tho ,1
my mom is a cunt,1
merry christmas bitches                                            ,1
rt   braxton curti a hoe ass nigga and wen i see him i ma smack him like da lil bitch he is     ,1
i feel like a bad bitch when i wear my rhinestoned pocket jeans  ,1
rt   you can only call the janoskians faggots if you re a janoskianator,1
i bitch can tell that i m addicted to pussy she lookin pass it,1
rt   call it  insecure  if u want but fuck no my man doesn t need to be friendly or have bitches as  friends  these hoes ain        ,1
 small man syndrome usually deep down they re huge pussies so they join the authority to compensate their weak ego,1
 punk ass bitch   bullstalk,1
bitch said best way to get over a man is to get under another one    smh dats ah hoe for u,1
rt   i can tweet  i dont fw crayons  and my ex gone subtweet me saying  only bitch niggas fw crayons anyways ,1
having sex with a guy wont keep him around for you dumb hoes who think that  theres plenty pussy  just gotta have a guy who wont give in,1
this one bitch dont feel the same no more an henny dont really kill the pain no moree,1
slide in that hoe dm s like                            ,1
and little bitch ass ,1
rt   my wifi stronger then half y all hoes relationships lol,1
i see your tweets bitch  lmfao rt   von kick me to the curb i should call n curse her ass out,1
rt   if you re gonna smoke weed then do you but alcohol is just stupid you faggots are getting more stupid drinking it,1
 trying to get a job after age    is a real bitch let alone a new career  out of work     years  about to be homeless ,1
just sayin what up hoe rt    fuck i do to u bitch,1
smurf a real cat bitch,1
it s hilarious seeing chicks cry and whine through song lyrics on here because they got with a little scene fag instead of a real man                            ,1
 fuck yes we are           triple xp nigguh,1
 finger my wet throbbing pussy slowly as i cum on ur fingers,1
rt                     my sister shittin on you hos once again    wodeh bout dat action ,1
rt   you dumb bitches still think pretty is everything  keri looks better than beyonc         keri probably know she do too but guess        ,1
rt    that hoe over there ,1
rt   dear everyone using  natural  deodorant  it s not working  you stinky bitch ,1
i be using these fufu bitches                   ,1
 you are a bitch    ,1
         make the most of what you have         don t tell me what to do bitch,1
why are people acting like they didn t know hoe allen was going to the cavs   months ago ,1
im retarded for real  im sitting here getting mad thinking my daughter ignoring me then i remember she aint here ,1
lmao slow new day for madonna fans huh  collaborating with siri  haha that sounds retarded  so she may oray not use a sound sample ,1
im a single bitch on this money shit                   ,1
 im omy to the movie right now and i m literally gonna slap a bitch if they scream or some shit ,1
surprise bitch          ,1
i just seen the ugliest bitch in commercial history on monday night football,1
if i hold the door open for you  bitch you betta say thank you or imma slam the door in ya back ,1
fuck bitches get money,1
these bitches so broke instead of go get it they quick to go ask for somethin,1
rt   a bitch get        followers she s a boss and starting up a boutique  and wearing shades in public,1
 bitch nigga,1
she even had a hoe name ,1
rt   my tuesday bitch man i aint even hit it yet just finger pop her pussy just to sit and get the kitty wet,1
you worried bout other bitches  you need me for ,1
hungrier then a ho,1
rt   if certain niggaz can even get my bitch attention hey can have it,1
man these bitches are so boring yo  where the outgoing  fun  wild bitches at,1
pull out my bank roll on y all bitches like whoa,1
lmao they got the titanfall jump in this bitch,1
geno smith  gt  alex bitch smith s trash overpaid ass,1
 bitch crib while she cooks me cheesed eggs,1
we just chasing o s round here  we ain t chasing hoes round here                                                  ,1
i fuck alien bitches  demon and angel bitches  a couple of centaur bitches  got really drunk and fucked a dragon chick a couple times  ughhh,1
             cause i m tired of you big bitches coming for us skinny girls         ,1
 you getting new pussy and not sharing  ,1
monday like saturday bitch turnup,1
your bitch frontin  that s you  my bitch stuntin  that s me ,1
rt   if you re a bad bitch why re you wearing sneakers ,1
     yeah texans are so much better you fucking retard  i see that you re mad about this ,1
aint this a bitch    i just saw my bitch kiss a bitch   you lucky i dont kill yo ass but you can still get pistol whipped   wayne,1
         bitch i m on  bitch i m on my griiind        thug luuuuuuv,1
living with my bitches  hashtag live ,1
these hoes soo                   ,1
pretty muthafucka pull up in this bitch like,1
rt    i have sex with a lot of guys but i m not a hoe       and i can sell crack to people and not be a drug dealer foh hoe,1
u think them nigs u with is with u ,1
teach me rt   you really be fucking bitches brah ,1
rt   shout out to all them bitches who don t own no designer shit and still look better than all yall bitches with everything desi       ,1
  aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living,1
rft tweet of the day                            if a nigga change on you   fuck em    he was a bitch nigga from day         ,1
 yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one mexican in this city full,1
rt               these hoes gon come  amp  amp  go  i feel it          boy  lol,1
        they not evn hoes in silence anymore       proud of it      then want respect,1
damn bitch you nosey please don t touch my phone please,1
rt   rt   i just wanna state for the record that i don       t have any hoes    ,1
   he called the kidd a pussy or something,1
rt      its a bunch of penis on my timeline literally    u want me   dm u my pussy lol,1
    lmao nigga yo avi so trash my phone won t even load that shit,1
 he s trash,1
when you know for a fact you got a woman who loves you other bitches don t even matter ,1
niggas be so dehydrated if i wanted my pussy ate everyday for the rest of this year it would happen,1
im way out of your league hoe  please excuse my ego,1
rt   when lil wayne said  why give a bitch ya heart when she rather have a purse  ,1
kaetlin is a bitch,1
the moment when you truly believe ur a fucking pice of trash it s a lovely felling    ,1
pretty mother fucker pull up in a bitch likee,1
one time in high school  this girl told my friend that he needed proactive  so he told her she needed weight watchers  hahaha bitch ,1
lol bitches be hella mad about they exs like why can t you be friends and forget about the past,1
 you better of called that kid a pussy ,1
hahaha this dude on my timeline says bitch in every tweet hahaha i m rollin at some of them lol,1
rt    so i could catch a round with half these pussies out here,1
i really just wanna brake your fucking head in but i ll look like a bitch if hit you     ,1
         when hoes feel like their photo didnt get enough favorites ,1
after you get good pussy you be feelin like you just found the last dragon ball  ,1
rt   ur typical twitter hoe ,1
 old cunt needs to die,1
 bout gocrazy  aintnolevelz disshit hungrier then a phat ho on a diet ig ,1
rt   that moment the pussy too good  amp  u gotta slow that stroke down  ,1
ian watch maury in so long   maury wear jeans on the show now   i guess he like f  k i need to dress up for these ghetto ass ppl anymore,1
   mammy push you out and had a white baby like a bitch,1
lmaoo          bad bitch  can i hit that    you matching or         bad bitch   bats eyelashes             are you matching or         ,1
i m cold as a bitch and don t even need a fleece  and if she a bad bitch tell her drop to yo knees ,1
rt   when bae fights your side hoe  amp  wins ,1
i would love to not be hit with the jig for once in my fucking life,1
    oh man    its   am  you off a molly  ho where the fuck ya seed at      fixed,1
do bitches still love sosa  lmfaoooooooooooo,1
david is bitch made  heismybitch,1
  every bitches claim,1
about to be     officially an old ass bitch,1
i been getting money i ain t worried bout a hoe,1
but not prettier than amber s  rt   her pussy is pretty,1
crying to the g   that some americans don t like you  amp   might  call you names  we call that being a crybaby bitch   bama ,1
rt   i got some bomb dick from a alpha  a q    kappas  a iota   amp two professors all in the same month  im not a hoe  i just say       ,1
rt   i feel like no matter how much of a hoe she is if the right nigga put her in her place she gone change  ,1
rt   i want a real relationship                  no games  no lies  no side hoes  just me and you                   ,1
i need a bitch to drop it down for me lol,1
rt   why do females think its cute too be rude af all the time and mean for no reason that shit aint cute bitch,1
all the bitches love me ,1
rt    bet nigger  i m waiting for the car keys,1
 bitch fuck you get out my mentions malzeno ,1
this mexican bitch almost just hit me with her car and she sped over the speed bump just so she could do it omfg,1
rt   when u start realizing that bae is a hoe ,1
i support all of my niggaz and bitches doing dope shit on the west side and in my city la,1
yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range,1
wowwww this bitch is so ratchet holy crap,1
  bitch got arms like piccolo,1
what america teaches people  if you bitch about something enough  you ll get what you want ,1
tickets hoe ,1
rt   well bitch biology said rt  who said   females can t make a baby together  that s all me            ,1
rt   where is d hoes            ,1
the gospel rt   better wake up and realize that the good lord ain t stop creating pussy when he built yours shawty ,1
woke up dis morning pockets filled with xtra pros might slide thru double o tonight n bless the hoes      peezy,1
rt   that s the type of bitch that i hate,1
rt   when your main bitch friends see you at a party     ,1
  mormon hoes   ,1
i hate the whole  slut  hoe   thot  talk lol given what i m sure people s personal inboxes and late nights look like,1
  she love it when i talk to her crazy                      suck a niggah dick   with a whole lotta spit            let it drip            yea catch    ,1
i m busy what i m tell all hoes who played me to the side      i m busy,1
rt   basic bitches not wanted,1
and it s always the black bitches that s constantly late af for no reason  couldn t refuse the ladies in free til     amp     shots,1
nah just yo hoe she just swung matter fact rt    yu get hoes             ,1
pretty bitches with even prettier titties                ,1
i got hella hoes,1
i hate stupid bitches who cry for stupid reasons,1
going comfortable then a hoe today  gotta be relaxed for prom                   ,1
ewww bitch  canunot  fuckoff,1
 who all in that hoe,1
hoes in my iphone   ,1
my mf dawggg                                               i miss this hoe man ,1
          rt    guiltypleasure watching niggers fight on youtube vine ig,1
rt   i ll write a poem for u hoe ,1
 dad say hi to my snapchat   dad                                 duces bitch                                      ,1
 do these bitches really love mosa though  mosagang ,1
         when you catch your girl doing some hoe shit behind your back ,1
rt   bitches be trying the wrong bitches  amp  don t even be knowing  ,1
you re a stupid fucking bitch,1
 rt  you ll see watch he finna hit that hoe and put some,1
daaamn lmao right back to them old ways rt  look at this hoe ass nigga covering wiz face you hoe ,1
rt   surprising how big of a pussy hulk is   bravschi,1
 i m subtweeting my sister  hoe,1
rt    yeah right queer  the only piece of ass you ve ever got is when it finger broke thru the toilet paper         ,1
jus waking up and hearing about this lebron sheet   what a dummy   no respect for him   go get ya rings and come back  real admirable  bitch,1
         finger a bitch w  my trigger finger        nigga shut up,1
stupid bitch          ,1
harry must thincc i m the bitch he can fall bacc on ah sum                    boi byeeeee                                ,1
rt   my boy is obviously gonna be slaying all the pussy tonight  dressed as a ninja turtle ,1
 bitch lol,1
 be a pussy ,1
what kind of bitch ass throw was that alex  fuck ,1
rt   make today yo bitch,1
 she gotta shape up her pussy lips tho   whole wheat organic pussy ,1
rt   my babies pussy is too tight today  ,1
rt   i love girls who aren t afraid to encourage or compliment the next chick   bitches hate so much now that s it s refreshin       ,1
i woke up in a bed full of bitches that i ain t eeeen fuckin,1
 make weed legal you pussy you know you smoke that shit,1
my mom seen my progress report  amp  was like so wtf is up wit this b bitch wtf do you not see them   a s           tf she just ungreatful        ,1
rt   chris brown got no chill button      why sell a bitch out on social media tho  like not even a subliminal  buddy took time to       ,1
rt   messi refused to be subbed off  are you kidding me  so they took off neymar  you little hobbit diva bitch ,1
lmaooooooo rt   record scratches  rt   damn twitter famous bitches out hea strippin                      ,1
          how young is this hoe with a m amp m pillow,1
check his hoe for i check her                                     ,1
he s bitch keep looking at me  she choosing or nah ,1
 hoes saying  eyebrows on fleek     search it on twitter,1
  fag  fuckin pirelli tire black ass nigga whit a white boy shirt on but my nigga did loosen up a lil bit  bowbow,1
rt   science  bitch   thewalkingdead,1
 dyke ron                           ,1
yous a bitch ass nigga          rt i push the tape bac till around labor day weekend turn up              ,1
like damn hoe i gave you a chance when you was average  why you aint beauty make over when we was together ,1
 that area is a bitch regardless so i can imagine,1
 i got that hoe bootlegged haha if you wanna borrow it,1
rt   superman  man of steel   emotions of bitch   truestory,1
i titty wrecked ya bitch ,1
who s pussy better then a crazy bitch ,1
fuck are you talkin about   rt  its like the guy that asks for your number and then says you ugly and a bitch when you say no       ,1
they say numbers dont lie  bitch im not the  ,1
rt   this bitch must b from jojo world                            ,1
rt            dumb bitches are one thing that ll never become extinct          that s real,1
rt   these hoes be twerkin for birkin  poppin coochie for gucci  bustin wide for that prada  bendin over for louis,1
 long story lol but i ve missed you faggot,1
 and because it sounds like there is no prenup  he s gonna cash in  not her  he apparently has ghetto credit   magine that  ,1
 aka the lonely bitches,1
luda said that his bitch bad  well mine looks better in any weather lol,1
rt     jealous bitch           ,1
not to sound like a total bitch but i m tired of peoples kids and the back to school pics          we ain t post pics on the back to college day,1
rt   leavin no hope for these hoes,1
bad bitches aint cheap better pass her if u broke   ,1
why do the teabaggers like this bald asshole complain about how long a bill is  should we just draw you morons pictures   morningjoe,1
if you only like cheese pizza you re a pussy  stay away from me and my lovely combination pizza,1
rt   bitches be having no job no future no education  amp  have the nerve to say  all these niggas want is pussy  bitch cause that       ,1
i be ready to tell a bitch shut da fuck up lol,1
thick bitch on here tried to front on me earlier   ,1
these rednecks around here won t like that shit   put that wall up  they say,1
lol bitch you think you re classy  the fuck ever,1
milk marie don t approve to you ugly hoes,1
         the next time i see this bitch i m beating her ass  job or not         lol,1
rt   old soul  more like young bitch ,1
can t have a bitch with no future or goals  i love kids but if you re not a parent first i can t deal with you,1
rt   jacob needs to stop being a little bitch and follow me on instagram,1
 shut the fuck up you cry baby  all you do is bitch and whine about life  shits retarded ,1
